Sample,Enterococcus_faecalis,Anaerococcus_vaginalis,Varibaculum_cambriense,Finegoldia_magna,Bifidobacterium_breve,Escherichia_coli,Streptococcus_thermophilus,Citrobacter_freundii,Clostridium_neonatale,Streptococcus_gordonii,Clostridium_paraputrificum,Staphylococcus_aureus,Veillonella_parvula,Anaerococcus_hydrogenalis,Morganella_morganii,Pseudomonas_aeruginosa_group,Clostridium_perfringens,Clostridioides_difficile,Clostridium_innocuum,Proteus_mirabilis,Clostridium_sp_7_2_43FAA,Clostridium_butyricum,Klebsiella_oxytoca,Klebsiella_aerogenes,Klebsiella_pneumoniae,Klebsiella_michiganensis,Achromobacter_xylosoxidans,Achromobacter_insuavis,Enterobacter_cloacae_complex,Streptococcus_salivarius,Klebsiella_variicola,Klebsiella_quasipneumoniae,Dermabacter_hominis,Staphylococcus_epidermidis,Staphylococcus_warneri,Peptoniphilus_harei,Campylobacter_ureolyticus,Proteus_hauseri,Citrobacter_amalonaticus,Gemella_asaccharolytica,Citrobacter_youngae,Citrobacter_rodentium,Enterococcus_gallinarum,Bacteroides_caecimuris,Bacteroides_thetaiotaomicron,Akkermansia_muciniphila,Lactobacillus_johnsonii,Blautia_coccoides,Clostridium_clostridioforme,Clostridium_aldenense,Lactobacillus_murinus,Parasutterella_excrementihominis,Proteobacteria_bacterium_CAG_139,Turicimonas_muris,Veillonella_dispar,Clostridium_asparagiforme,Clostridium_lavalense,Sphingomonas_melonis,Clostridium_bolteae,Negativicoccus_succinicivorans,Actinomyces_europaeus,Corynebacterium_simulans,Staphylococcus_argenteus,Corynebacterium_striatum,Citrobacter_pasteurii,Aeriscardovia_aeriphila,Mycobacteroides_abscessus,Lachnospiraceae_bacterium_28_4,Lachnospiraceae_bacterium_A4,Acutalibacter_muris,Anaerotruncus_sp_G3_2012,Dorea_sp_5_2,Lachnospiraceae_bacterium_A2,Clostridium_sp_ASF502,Enterorhabdus_caecimuris,Clostridium_sp_ASF356,Lachnospiraceae_bacterium_M18_1,Oscillibacter_sp_1_3,Bifidobacterium_pseudolongum,Clostridium_cocleatum,Cutibacterium_acnes,Fusobacterium_nucleatum,Bifidobacterium_longum,Cutibacterium_avidum,Streptococcus_agalactiae,Serratia_marcescens,Lactobacillus_paragasseri,Actinomyces_sp_HPA0247,Leclercia_adecarboxylata,Staphylococcus_hominis,Actinomyces_radingae,Anaerococcus_prevotii,Pedobacter_nutrimenti,Delftia_acidovorans,Paenibacillus_pasadenensis,Acinetobacter_gandensis,Acinetobacter_johnsonii
CONV_MERO2_D3,99.57875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11747,0,0,0,0,0.30377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_MERO3_COLON,0.14733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41791,39.6047,54.45242,0,0,0.18804,0,0.08606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_MERO3_D1,6.79224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.08924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.15966,0,26.41518,0,0,0.04465,15.83336,0.02973,0.63594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_MERO3_D3,0.01407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16981,3.36765,87.03293,0,0,0.43262,4.7221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_MERO4_COLON,16.30874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9549,24.16463,0,0,0,17.00952,0,0.18064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_MERO4_D0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.75885,7.97338,0.07756,1.19248,1.77262,0,9.69372,1.05766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_MERO4_D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35332,0,94.69419,0.01637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_MERO4_D3,7.75552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3404,0,0,0,0,0,1.59727,0.01078,0.01693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_PBS1_COLON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.02627,17.87263,7.51078,6.03804,20.01142,26.15377,0,0.95133,2.44024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_PBS1_D0,1.2897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34581,0,74.77864,18.25381,0.79898,2.75657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_PBS1_D3,0,0,0,0,0,1.64461,0,0,0,0,0,0,0,0,0,0,0,1.27189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19156,13.46746,57.15664,13.09525,0.36113,6.79052,1.64586,0,2.80328,1.57181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_PBS2_COLON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.95948,47.27541,6.6942,1.313,0.12151,28.73831,0,0.12,1.89022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_PBS2_D1,0,0,0,0,0,1.12966,0,0,0,0,0,0,0,0,0,0,0,1.08651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.79965,21.99303,0,1.83997,10.59525,0,7.94678,3.508,0.10116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_PBS2_D3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95025,72.36667,12.72496,0,2.62855,4.99334,0,3.14713,2.15237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_PBS3_COLON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.06663,37.23484,5.25609,0,0.57373,46.02014,0,0,0.84857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_PBS3_D1,1.5436,0,0,1.04291,0,2.41236,0,0,0.42751,0,15.05394,0,0,0,0,0,9.07493,3.11618,22.16733,0,2.96242,0,0.8817,2.27239,0,0,0,0,0,0,0,0,0,0,0,2.96715,0,0,0,0,0,0,0,0,13.9034,11.0466,0,0.8236,3.42503,0,6.0783,0.80066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_PBS4_COLON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49262,54.30185,13.50345,0,0,29.27232,0,0,2.42976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_PBS4_D0,0,0,0,0,0,0.21468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.86505,14.99767,0,1.18258,4.20886,0,1.35989,1.17127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_PBS4_D1,0,0,0,0,0,0.27939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.7768,15.74604,0,0.14041,18.00718,0.00408,0.13255,1.83929,0.07425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_PBS4_D3,0,0,0,0,0,0.04449,0,0,0,0,0,0,0,0,0,0,0,0.07061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.19666,14.06691,0,2.1256,3.302,0.00114,2.78885,2.28123,0.10446,0.01805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONV_WATER_F12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DJS40_Inoc,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DJS41_Inoc,99.8283,0,0,0,0,0.06268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DJS42_Inoc,99.92877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DJS85_Inoc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.12475,2.87525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DJS87_Inoc,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DJS90_Inoc,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DJS91_Inoc,0,0,0,0,0,48.31443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.09032,0,0,0,0,0,8.48776,2.10749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF1_A10,2.73172,0,0.37889,1.08681,0,0.17744,0,0.82832,9.53059,0,3.06532,0,2.66641,0,0,0,38.13582,10.17242,19.24484,0.66944,0.12431,0,4.52608,0.36309,0,0,0,0,0,0,0,0,0,0,0,1.76684,0,0,4.21099,0,0.32066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF1_B_mom_d32,3.3564,0,2.61501,0.38712,0,0,0,0,8.55668,0,3.14597,0,5.29674,0,0,0,38.10826,5.28758,20.10749,0.91839,0.84463,0,0,1.78889,0,2.80943,0,0,0,0,0,0,0,0,0,3.62166,2.12565,0,1.03011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF1_B10,2.79574,0,0,0.14158,0,0.39441,0,0,8.80179,0,3.34524,0,4.14865,0,0,0,31.47145,7.46627,31.11821,0.24717,0.01711,0,3.04101,2.50097,0,0.12276,0,0,0,0,0,0,0,0,0,0.81955,0.85487,0,2.71323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF1_B14,1.83001,0,0,0.17618,0,0,0,0,9.57187,0,4.00356,0,3.20471,0,0,0,52.93826,8.46168,14.19298,0.8889,0.85458,0,0.2375,1.05076,0,0.874,0,0,0,0,0,0,0,0,0,0.44838,0.86091,0,0.40571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF1_B17,2.36627,0,1.76933,0.32281,0,0.01609,0,0,9.87211,0,3.92716,0,4.77978,0,0,0,38.99108,7.18549,19.29567,1.04269,0.4861,0,0,1.27495,0,3.89752,0,0,0,0,0,0,0,0,0,1.97359,1.77103,0,0.99417,0,0.03415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF1_B25,1.65911,0,3.11903,0.69598,0,0,0,0,10.28118,0,4.26174,0,4.90961,0,0,0,40.17737,7.90863,15.91911,0.55764,1.43188,0,0.84255,1.30851,0,1.90461,0,0,0,0,0,0,0,0,0,3.26113,1.76194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF1_B3_d38,0.67903,0,0.18711,0.52873,0,0.23791,0,0.10456,3.80482,0,13.80551,0,0,0,0,0,27.56515,10.44965,31.03343,0.55582,3.50975,0,3.84045,0,0,0.94623,0,0,0,0,0,0,0,0,0,1.5844,0,0,1.16744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF1_B5_D38,2.32762,0,0,0,0,3.34596,0,0,2.93044,0,16.17289,0,0,0,0,0,26.85404,8.39485,33.25909,0.16332,2.89208,0,3.08235,0,0,0.16717,0,0,0,0,0,0,0,0,0,0,0,0,0.41019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF1_B6_d38,1.76203,0,0,0,0,2.82098,0,0,5.57042,0,14.84293,0,0,0,0,0,31.9486,10.41022,25.98555,0.18133,3.62923,0,2.06648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF1_B7_D38,2.94926,0,0,0,0,2.37165,0,0,1.838,0,11.91415,0,0,0,0,0,45.13451,8.63498,21.93516,0.17692,2.7074,0,1.61343,0,0,0.35825,0,0,0,0,0,0,0,0,0,0,0,0,0.36629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF1_C_mom_d32,1.89193,0,2.57628,0.15966,0,0.81903,0,0.07098,10.73598,0,3.41216,0,3.74119,0,0,0,45.82969,6.29668,17.44232,1.1683,0.3717,0,0,0.98224,0,0.93844,0,0,0,0,0,0,0,0,0,3.56341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF1_C10,2.3865,0,0.10668,0.57738,0,0,0,0,11.92088,0,2.81108,0,2.81619,0,0,0,31.0113,13.88596,21.12827,0.31227,0.30906,0,6.81167,0.12672,0,0.1568,0,0,0,0,0,0,0,0,0,1.33202,1.4866,0,2.82062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF1_C14,2.39429,0,1.44912,0.08965,0,0.34075,0,0.56698,11.65118,0,3.54877,0,4.73888,0,0,0,35.97655,8.94059,21.65192,1.49587,0.33536,0,0.63071,0.87228,0,2.11026,0,0,0,0,0,0,0,0,0,1.83133,0.7504,0,0.52107,0,0.10403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF1_C17,2.00809,0,1.34234,0.35592,0,0.1967,0,0.14038,13.38156,0,3.09149,0,3.87555,0,0,0,35.75625,11.54865,22.00848,0.86401,0.37771,0,0.12345,1.04407,0,1.58175,0,0,0,0,0,0,0,0,0,1.3173,0.54906,0,0.36501,0,0.07223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF1_C25,1.92148,0,1.51305,0.28838,0,0,0,0.12609,9.02304,0,3.69277,0,2.81354,0,0,0,44.20948,7.82061,19.98492,0.60839,0.96769,0,0,1.52254,0,1.17114,0,0,0,0,0,0,0,0,0,1.551,0.95486,0,1.83102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF1_C4_d39,13.23708,0,0,0,0,0,0,0,5.13588,0,0.83953,0,0,0,0,0,0,9.27728,18.18167,0,43.19383,0,0,10.13473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF1_C6_d39,19.34285,0,0,0,0,0,0,0,3.29662,0,0,0,0,0,0,0,0,4.73869,28.50523,0,30.60744,0,0.66881,12.66602,0.17434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF1_C7_d39,26.35101,0,0,0,0,0,0,0,2.27162,0,0.05998,0,0,0,0,0,0,6.48611,31.28764,0,22.17225,0,0.82037,10.55101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF1_INOC_GF1,8.95423,0,0.05614,0.03714,0,0.14156,0,0.05649,8.2785,0,2.29921,0,11.39934,0,0,0,4.52963,3.41741,4.33475,0.44602,0.00543,0,0.17194,54.90441,0.47167,0,0,0,0,0.35091,0,0,0,0.07161,0,0,0,0,0,0,0.01257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_A_DAM_D0,7.54146,0,0,0,0,0,0,0,4.98111,0,0.8643,0,7.59296,0,0,0,3.08428,3.97532,3.84636,0,0,0,0,68.08031,0,0,0,0,0,0.03391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_A1_COLON_D35,9.10604,0,0,0,0,0,0,0,1.07194,0,0,0,4.14397,0,0,0,0.68328,2.93352,0.6376,0,0,0,0,81.42365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_A1_d101,24.66459,0,0,0,0,0.58676,0,0,0,0,0,0,0,0,0,0,0,0.32224,0,0,0,0,0,73.90847,0.51793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_A1_d104_colon,0,0,0,0,0,3.15043,0,0,0,0,0,0,0,0,0,0,57.83302,6.88464,30.47976,0,1.65215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_A1_d127_colon,1.38359,0,0,0,0,1.5152,0,0.11251,8.79376,0,2.32147,0,5.58121,0,0,0,28.48625,17.03045,17.03481,1.34868,0.56027,0,0.16003,0.09163,0.16614,14.77636,0,0,0,0,0,0,0,0,0,0,0,0,0.63765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_A1_D32,6.90207,0,0,0,0,0,0,0,17.5349,0,1.36657,0,5.96891,0,0,0,15.15833,8.16035,20.07998,1.53518,0.47509,0,0.63752,16.75273,0.2624,4.31413,0,0,0,0,0,0,0,0,0,0.23631,0.0697,0,0.54584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF10_A1_D34,5.8081,0,0,0,0,0,0,0,0.07075,0,0.20216,0,0,0,0,0,2.63295,0.82409,0,0,0,0,0,88.73132,0.10607,1.62455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
